PU_Borough,PU_Zone,count(PU_Zone),PULocationID,count(PULocationID),PUWeekday
Queens,Willets Point,38,253,38,Friday
Queens,Willets Point,38,253,38,Monday
Queens,Laurelton,38,139,38,Saturday
Queens,Hollis,37,122,37,Sunday
Brooklyn,Marine Park/Floyd Bennett Field,37,154,37,Sunday
Queens,Laurelton,37,139,37,Thursday
Brooklyn,Green-Wood Cemetery,36,111,36,Friday
Queens,Hollis,35,122,35,Tuesday
Bronx,Allerton/Pelham Gardens,35,3,35,Thursday
Queens,Forest Park/Highland Park,35,96,35,Friday
Queens,Willets Point,35,253,35,Sunday
Brooklyn,Starrett City,34,222,34,Monday
Queens,East Flushing,34,73,34,Wednesday
Queens,Hollis,33,122,33,Friday
Brooklyn,Green-Wood Cemetery,33,111,33,Wednesday
Staten Island,Bloomfield/Emerson Hill,33,23,33,Saturday
Queens,Laurelton,33,139,33,Wednesday
Bronx,Van Cortlandt Park,32,240,32,Monday
Brooklyn,Green-Wood Cemetery,32,111,32,Monday
Staten Island,Grymes Hill/Clifton,32,115,32,Wednesday
Bronx,Allerton/Pelham Gardens,31,3,31,Monday
Queens,Hollis,31,122,31,Wednesday
Queens,Bay Terrace/Fort Totten,31,15,31,Saturday
Staten Island,Grymes Hill/Clifton,31,115,31,Friday
Queens,East Flushing,31,73,31,Tuesday
Staten Island,Heartland Village/Todt Hill,31,118,31,Wednesday
Brooklyn,Marine Park/Floyd Bennett Field,31,154,31,Tuesday
Queens,Forest Park/Highland Park,31,96,31,Thursday
Queens,Far Rockaway,30,86,30,Tuesday
Staten Island,Bloomfield/Emerson Hill,30,23,30,Thursday
Queens,Hollis,30,122,30,Saturday
Bronx,Van Cortlandt Park,30,240,30,Tuesday
Queens,Forest Park/Highland Park,29,96,29,Tuesday
Queens,Oakland Gardens,29,175,29,Sunday
Queens,Hollis,29,122,29,Thursday
Staten Island,Bloomfield/Emerson Hill,28,23,28,Wednesday
Queens,Hollis,28,122,28,Monday
Brooklyn,Starrett City,28,222,28,Tuesday
Brooklyn,Marine Park/Floyd Bennett Field,28,154,28,Friday
Queens,Hammels/Arverne,28,117,28,Wednesday
Queens,East Flushing,27,73,27,Monday
Queens,East Flushing,27,73,27,Thursday
Bronx,Pelham Bay,26,183,26,Friday
Brooklyn,Green-Wood Cemetery,26,111,26,Thursday
Queens,Far Rockaway,25,86,25,Sunday
Queens,Hammels/Arverne,25,117,25,Monday
Queens,Bay Terrace/Fort Totten,25,15,25,Monday
Queens,Far Rockaway,25,86,25,Thursday
Queens,Bay Terrace/Fort Totten,25,15,25,Tuesday
Staten Island,Bloomfield/Emerson Hill,25,23,25,Tuesday
Queens,Hammels/Arverne,25,117,25,Tuesday
Staten Island,Saint George/New Brighton,25,206,25,Sunday
Brooklyn,Green-Wood Cemetery,25,111,25,Tuesday
Staten Island,Mariners Harbor,24,156,24,Saturday
Bronx,Pelham Bay,24,183,24,Wednesday
Staten Island,Grymes Hill/Clifton,23,115,23,Sunday
Bronx,City Island,23,46,23,Sunday
Staten Island,Heartland Village/Todt Hill,23,118,23,Tuesday
Staten Island,Bloomfield/Emerson Hill,23,23,23,Sunday
Queens,Rockaway Park,23,201,23,Sunday
Queens,Far Rockaway,22,86,22,Monday
Queens,Far Rockaway,22,86,22,Friday
Queens,Rockaway Park,22,201,22,Thursday
Queens,Hammels/Arverne,22,117,22,Thursday
Queens,Far Rockaway,21,86,21,Wednesday
Queens,Rockaway Park,21,201,21,Saturday
Queens,Far Rockaway,21,86,21,Saturday
Manhattan,Governor's Island/Ellis Island/Liberty Island,21,105,21,Monday
Staten Island,South Beach/Dongan Hills,20,214,20,Sunday
Staten Island,Stapleton,20,221,20,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,20,105,20,Friday
Staten Island,Bloomfield/Emerson Hill,19,23,19,Friday
Bronx,Pelham Bay Park,18,184,18,Saturday
Manhattan,Governor's Island/Ellis Island/Liberty Island,18,105,18,Thursday
Bronx,Pelham Bay Park,18,184,18,Sunday
Staten Island,West Brighton,18,245,18,Sunday
Bronx,Pelham Bay,18,183,18,Tuesday
Queens,Jamaica Bay,18,2,18,Sunday
Queens,Jamaica Bay,18,2,18,Friday
Queens,Cambria Heights,17,38,17,Saturday
Bronx,City Island,17,46,17,Saturday
Bronx,Pelham Bay,17,183,17,Thursday
Manhattan,Governor's Island/Ellis Island/Liberty Island,17,105,17,Wednesday
Manhattan,Governor's Island/Ellis Island/Liberty Island,17,105,17,Saturday
Queens,Jamaica Bay,16,2,16,Wednesday
Staten Island,South Beach/Dongan Hills,16,214,16,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,16,105,16,Sunday
Bronx,Rikers Island,15,199,15,Wednesday
Staten Island,Heartland Village/Todt Hill,15,118,15,Sunday
Queens,Rockaway Park,15,201,15,Friday
Staten Island,Bloomfield/Emerson Hill,15,23,15,Monday
Queens,Rockaway Park,14,201,14,Monday
Manhattan,Governor's Island/Ellis Island/Liberty Island,14,105,14,Tuesday
Staten Island,New Dorp/Midland Beach,14,172,14,Sunday
Staten Island,South Beach/Dongan Hills,14,214,14,Wednesday
Staten Island,Saint George/New Brighton,14,206,14,Saturday
Bronx,Country Club,13,58,13,Saturday
Staten Island,Great Kills,13,109,13,Sunday
Staten Island,Port Richmond,13,187,13,Thursday
Staten Island,Westerleigh,13,251,13,Sunday
Bronx,Pelham Bay,13,183,13,Monday
Staten Island,South Beach/Dongan Hills,13,214,13,Saturday
Staten Island,Heartland Village/Todt Hill,13,118,13,Friday
Staten Island,Westerleigh,12,251,12,Tuesday
Bronx,Pelham Bay Park,12,184,12,Thursday
Staten Island,Stapleton,12,221,12,Tuesday
Staten Island,Saint George/New Brighton,12,206,12,Thursday
Staten Island,Oakwood,12,176,12,Sunday
Bronx,Country Club,11,58,11,Friday
Queens,Jamaica Bay,11,2,11,Monday
Staten Island,Saint George/New Brighton,11,206,11,Wednesday
Staten Island,South Beach/Dongan Hills,11,214,11,Thursday
Staten Island,Westerleigh,11,251,11,Friday
Staten Island,Stapleton,11,221,11,Sunday
Staten Island,Eltingville/Annadale/Prince's Bay,11,84,11,Friday
Queens,Rockaway Park,11,201,11,Wednesday
Staten Island,Rossville/Woodrow,11,204,11,Sunday
Queens,Rockaway Park,11,201,11,Tuesday
Queens,Jamaica Bay,11,2,11,Saturday
Queens,Jamaica Bay,10,2,10,Tuesday
Queens,Broad Channel,10,30,10,Thursday
Staten Island,South Beach/Dongan Hills,10,214,10,Monday
Queens,Breezy Point/Fort Tilden/Riis Beach,10,27,10,Sunday
Staten Island,South Beach/Dongan Hills,10,214,10,Tuesday
Staten Island,Eltingville/Annadale/Prince's Bay,9,84,9,Sunday
Staten Island,Heartland Village/Todt Hill,9,118,9,Thursday
Staten Island,West Brighton,9,245,9,Tuesday
Staten Island,Saint George/New Brighton,9,206,9,Friday
Staten Island,Port Richmond,9,187,9,Friday
Queens,Jamaica Bay,9,2,9,Thursday
Staten Island,New Dorp/Midland Beach,9,172,9,Wednesday
Bronx,Pelham Bay Park,8,184,8,Wednesday
Staten Island,Saint George/New Brighton,8,206,8,Tuesday
Bronx,Pelham Bay Park,8,184,8,Tuesday
Staten Island,New Dorp/Midland Beach,8,172,8,Monday
Bronx,Pelham Bay Park,8,184,8,Monday
Bronx,Country Club,8,58,8,Sunday
Staten Island,New Dorp/Midland Beach,8,172,8,Tuesday
Bronx,Crotona Park,8,59,8,Sunday
Bronx,Pelham Bay Park,8,184,8,Friday
Staten Island,Great Kills,8,109,8,Friday
Staten Island,New Dorp/Midland Beach,8,172,8,Saturday
Staten Island,Rossville/Woodrow,8,204,8,Wednesday
Bronx,Country Club,7,58,7,Tuesday
Staten Island,West Brighton,7,245,7,Thursday
Bronx,City Island,7,46,7,Friday
Staten Island,Saint George/New Brighton,7,206,7,Monday
Staten Island,New Dorp/Midland Beach,7,172,7,Friday
Bronx,City Island,7,46,7,Thursday
Staten Island,Eltingville/Annadale/Prince's Bay,7,84,7,Tuesday
Queens,Broad Channel,7,30,7,Friday
Staten Island,Westerleigh,7,251,7,Wednesday
Staten Island,Great Kills,6,109,6,Thursday
Staten Island,Arden Heights,6,5,6,Tuesday
Bronx,Crotona Park,6,59,6,Friday
Queens,Broad Channel,6,30,6,Saturday
Staten Island,Oakwood,6,176,6,Saturday
Staten Island,Charleston/Tottenville,6,44,6,Tuesday
Bronx,Crotona Park,6,59,6,Tuesday
Staten Island,Freshkills Park,6,99,6,Friday
Staten Island,Rossville/Woodrow,6,204,6,Tuesday
Staten Island,Oakwood,6,176,6,Wednesday
Staten Island,Charleston/Tottenville,6,44,6,Friday
Staten Island,Great Kills,6,109,6,Saturday
Bronx,Crotona Park,6,59,6,Saturday
Staten Island,Eltingville/Annadale/Prince's Bay,6,84,6,Monday
Staten Island,Arden Heights,6,5,6,Thursday
Staten Island,Arden Heights,5,5,5,Sunday
Staten Island,Charleston/Tottenville,5,44,5,Wednesday
Staten Island,West Brighton,5,245,5,Saturday
Queens,Breezy Point/Fort Tilden/Riis Beach,5,27,5,Saturday
Bronx,Country Club,5,58,5,Thursday
Queens,Broad Channel,5,30,5,Sunday
Staten Island,Port Richmond,5,187,5,Saturday
Staten Island,Rossville/Woodrow,5,204,5,Saturday
Bronx,Crotona Park,5,59,5,Thursday
Bronx,Country Club,5,58,5,Wednesday
Bronx,Crotona Park,5,59,5,Monday
Bronx,City Island,5,46,5,Monday
Bronx,Country Club,5,58,5,Monday
Staten Island,Great Kills,5,109,5,Monday
Staten Island,Arden Heights,5,5,5,Wednesday
Staten Island,West Brighton,5,245,5,Monday
Staten Island,New Dorp/Midland Beach,4,172,4,Thursday
Bronx,Crotona Park,4,59,4,Wednesday
Staten Island,Arden Heights,4,5,4,Saturday
Staten Island,Oakwood,4,176,4,Monday
Staten Island,Port Richmond,4,187,4,Wednesday
Staten Island,West Brighton,4,245,4,Wednesday
Staten Island,Rossville/Woodrow,4,204,4,Friday
Staten Island,Port Richmond,4,187,4,Sunday
Staten Island,Freshkills Park,4,99,4,Wednesday
Queens,Broad Channel,4,30,4,Wednesday
Staten Island,Heartland Village/Todt Hill,4,118,4,Monday
Bronx,Rikers Island,4,199,4,Sunday
Bronx,City Island,4,46,4,Wednesday
Bronx,Rikers Island,4,199,4,Thursday
Staten Island,Eltingville/Annadale/Prince's Bay,3,84,3,Saturday
Queens,Breezy Point/Fort Tilden/Riis Beach,3,27,3,Friday
Bronx,City Island,3,46,3,Tuesday
Queens,Breezy Point/Fort Tilden/Riis Beach,3,27,3,Monday
Staten Island,Oakwood,3,176,3,Friday
Queens,Breezy Point/Fort Tilden/Riis Beach,3,27,3,Tuesday
Staten Island,Eltingville/Annadale/Prince's Bay,3,84,3,Thursday
Queens,Broad Channel,3,30,3,Monday
Queens,Breezy Point/Fort Tilden/Riis Beach,3,27,3,Thursday
Staten Island,Charleston/Tottenville,3,44,3,Saturday
Staten Island,Port Richmond,2,187,2,Tuesday
Queens,Breezy Point/Fort Tilden/Riis Beach,2,27,2,Wednesday
Staten Island,Rossville/Woodrow,2,204,2,Monday
Bronx,Rikers Island,2,199,2,Saturday
Staten Island,Charleston/Tottenville,2,44,2,Sunday
Staten Island,Great Kills,2,109,2,Tuesday
Staten Island,Arden Heights,2,5,2,Friday
Staten Island,Arden Heights,2,5,2,Monday
Staten Island,Oakwood,2,176,2,Thursday
Staten Island,Port Richmond,2,187,2,Monday
Staten Island,Oakwood,2,176,2,Tuesday
Staten Island,Great Kills Park,2,110,2,Friday
Staten Island,Great Kills,1,109,1,Wednesday
Staten Island,West Brighton,1,245,1,Friday
Staten Island,Charleston/Tottenville,1,44,1,Thursday
Bronx,Rikers Island,1,199,1,Tuesday
Staten Island,Freshkills Park,1,99,1,Saturday
Staten Island,Charleston/Tottenville,1,44,1,Monday
Bronx,Rikers Island,1,199,1,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,1,104,1,Friday
Bronx,Rikers Island,1,199,1,Monday
Manhattan,Governor's Island/Ellis Island/Liberty Island,1,103,1,Thursday
Staten Island,Rossville/Woodrow,1,204,1,Thursday
Staten Island,Great Kills Park,1,110,1,Thursday
